466: h = 9; [[1, 0, 2], [8, 6, 4], [7, 3, 5]]
468: h = 9; [[1, 6, 2], [8, 0, 4], [7, 3, 5]]
470: h = 9; [[1, 6, 2], [8, 3, 4], [7, 0, 5]]
472: h = 11; [[0, 1, 2], [8, 6, 4], [7, 3, 5]]
474: h = 11; [[1, 2, 4], [8, 3, 6], [0, 7, 5]]
476: h = 11; [[1, 2, 4], [8, 6, 5], [7, 3, 0]]
480: h = 11; [[1, 2, 5], [8, 6, 3], [7, 4, 0]]
482: h = 11; [[1, 3, 0], [8, 5, 2], [7, 6, 4]]
484: h = 9; [[1, 0, 3], [8, 5, 2], [7, 6, 4]]
486: h = 9; [[1, 5, 3], [8, 0, 2], [7, 6, 4]]
488: h = 9; [[1, 5, 3], [8, 2, 0], [7, 6, 4]]
490: h = 7; [[1, 5, 3], [8, 2, 4], [7, 6, 0]]
492: h = 9; [[1, 5, 3], [8, 2, 4], [7, 0, 6]]
494: h = 9; [[1, 5, 3], [8, 0, 4], [7, 2, 6]]
496: h = 9; [[1, 0, 3], [8, 5, 4], [7, 2, 6]]
498: h = 11; [[0, 1, 3], [8, 5, 2], [7, 6, 4]]
500: h = 11; [[0, 1, 3], [8, 5, 4], [7, 2, 6]]
502: h = 11; [[1, 3, 0], [8, 5, 4], [7, 2, 6]]
504: h = 11; [[1, 3, 2], [0, 8, 4], [7, 5, 6]]
506: h = 11; [[1, 3, 2], [0, 8, 5], [7, 6, 4]]
508: h = 11; [[1, 3, 2], [8, 4, 0], [7, 5, 6]]
510: h = 11; [[1, 3, 2], [8, 6, 5], [7, 0, 4]]
512: h = 11; [[1, 4, 0], [8, 2, 5], [7, 6, 3]]
514: h = 11; [[1, 5, 0], [8, 2, 3], [7, 6, 4]]
518: h = 11; [[1, 5, 3], [8, 2, 4], [0, 7, 6]]
520: h = 11; [[1, 6, 2], [8, 3, 4], [0, 7, 5]]
522: h = 11; [[1, 6, 2], [8, 3, 4], [7, 5, 0]]
524: h = 12; [[0, 1, 2], [8, 3, 4], [7, 5, 6]]
526: h = 12; [[0, 1, 2], [8, 3, 5], [7, 6, 4]]
528: h = 12; [[0, 1, 4], [8, 2, 5], [7, 6, 3]]
530: h = 12; [[0, 1, 5], [8, 2, 3], [7, 6, 4]]
532: h = 12; [[0, 2, 4], [1, 8, 5], [7, 6, 3]]
534: h = 12; [[0, 2, 5], [1, 8, 3], [7, 6, 4]]
536: h = 12; [[1, 0, 4], [8, 2, 6], [7, 3, 5]]
538: h = 12; [[1, 0, 5], [8, 2, 4], [7, 3, 6]]
540: h = 12; [[1, 2, 4], [0, 8, 6], [7, 3, 5]]
542: h = 12; [[1, 2, 4], [7, 8, 5], [0, 6, 3]]
544: h = 12; [[1, 2, 4], [8, 5, 3], [0, 7, 6]]
546: h = 12; [[1, 2, 4], [8, 6, 5], [0, 7, 3]]
548: h = 12; [[1, 2, 5], [0, 8, 4], [7, 3, 6]]
550: h = 12; [[1, 2, 5], [7, 8, 3], [0, 6, 4]]
552: h = 12; [[1, 2, 5], [8, 4, 0], [7, 3, 6]]
554: h = 11; [[1, 2, 0], [8, 4, 5], [7, 3, 6]]
556: h = 12; [[1, 2, 5], [8, 6, 0], [7, 4, 3]]
558: h = 11; [[1, 2, 0], [8, 6, 5], [7, 4, 3]]
560: h = 12; [[1, 2, 5], [8, 0, 6], [7, 4, 3]]
562: h = 12; [[1, 2, 5], [8, 4, 6], [7, 0, 3]]
564: h = 12; [[1, 2, 5], [8, 6, 3], [0, 7, 4]]
566: h = 12; [[1, 3, 0], [8, 4, 2], [7, 5, 6]]
568: h = 10; [[1, 0, 3], [8, 4, 2], [7, 5, 6]]
570: h = 10; [[1, 4, 3], [8, 0, 2], [7, 5, 6]]
572: h = 10; [[1, 4, 3], [8, 2, 0], [7, 5, 6]]
574: h = 11; [[1, 4, 3], [8, 2, 6], [7, 5, 0]]
576: h = 9; [[1, 4, 3], [8, 2, 6], [7, 0, 5]]
578: h = 9; [[1, 4, 3], [8, 0, 6], [7, 2, 5]]
580: h = 9; [[1, 0, 3], [8, 4, 6], [7, 2, 5]]
582: h = 9; [[1, 4, 3], [8, 6, 0], [7, 2, 5]]
584: h = 11; [[0, 1, 3], [8, 4, 6], [7, 2, 5]]
586: h = 11; [[1, 3, 0], [8, 4, 6], [7, 2, 5]]
588: h = 11; [[1, 4, 0], [8, 6, 3], [7, 2, 5]]
590: h = 10; [[1, 0, 4], [8, 6, 3], [7, 2, 5]]
592: h = 10; [[1, 6, 4], [8, 0, 3], [7, 2, 5]]
594: h = 10; [[1, 6, 4], [8, 2, 3], [7, 0, 5]]
596: h = 11; [[1, 4, 3], [8, 2, 6], [0, 7, 5]]
598: h = 11; [[1, 4, 3], [8, 6, 5], [7, 2, 0]]
600: h = 12; [[0, 1, 3], [8, 4, 2], [7, 5, 6]]
602: h = 12; [[0, 1, 4], [8, 6, 3], [7, 2, 5]]
604: h = 12; [[1, 3, 2], [8, 4, 6], [7, 5, 0]]
606: h = 10; [[1, 3, 2], [8, 4, 6], [7, 0, 5]]
608: h = 10; [[1, 3, 2], [8, 0, 6], [7, 4, 5]]
610: h = 10; [[1, 3, 2], [8, 6, 0], [7, 4, 5]]
612: h = 11; [[1, 3, 0], [8, 6, 2], [7, 4, 5]]
614: h = 9; [[1, 0, 3], [8, 6, 2], [7, 4, 5]]
616: h = 9; [[1, 6, 3], [8, 0, 2], [7, 4, 5]]
618: h = 9; [[1, 6, 3], [8, 2, 0], [7, 4, 5]]
620: h = 9; [[1, 6, 3], [8, 4, 2], [7, 0, 5]]
622: h = 11; [[0, 1, 3], [8, 6, 2], [7, 4, 5]]
624: h = 11; [[1, 6, 0], [8, 2, 3], [7, 4, 5]]
626: h = 11; [[1, 6, 3], [8, 2, 5], [7, 4, 0]]
628: h = 10; [[1, 6, 3], [8, 2, 5], [7, 0, 4]]
630: h = 10; [[1, 6, 3], [8, 0, 5], [7, 2, 4]]
632: h = 10; [[1, 0, 3], [8, 6, 5], [7, 2, 4]]
634: h = 11; [[1, 6, 3], [8, 4, 2], [0, 7, 5]]
636: h = 11; [[1, 6, 3], [8, 4, 2], [7, 5, 0]]
638: h = 12; [[0, 1, 3], [8, 6, 5], [7, 2, 4]]
640: h = 12; [[1, 0, 2], [8, 3, 6], [7, 4, 5]]
642: h = 10; [[1, 2, 0], [8, 3, 6], [7, 4, 5]]
644: h = 11; [[1, 2, 6], [8, 3, 0], [7, 4, 5]]
646: h = 9; [[1, 2, 6], [8, 0, 3], [7, 4, 5]]
648: h = 9; [[1, 2, 6], [8, 4, 3], [7, 0, 5]]
650: h = 11; [[1, 2, 6], [8, 4, 3], [0, 7, 5]]
652: h = 11; [[1, 2, 6], [8, 4, 3], [7, 5, 0]]
654: h = 12; [[1, 0, 6], [8, 2, 3], [7, 4, 5]]
658: h = 12; [[1, 2, 6], [0, 8, 3], [7, 4, 5]]
660: h = 12; [[1, 2, 6], [8, 4, 0], [7, 5, 3]]
662: h = 9; [[1, 2, 6], [8, 0, 4], [7, 5, 3]]
664: h = 11; [[1, 2, 0], [8, 4, 6], [7, 5, 3]]
666: h = 11; [[1, 2, 6], [8, 5, 4], [7, 0, 3]]
668: h = 12; [[1, 0, 6], [8, 2, 4], [7, 5, 3]]
670: h = 11; [[1, 6, 0], [8, 2, 4], [7, 5, 3]]
672: h = 12; [[1, 2, 6], [0, 8, 4], [7, 5, 3]]
674: h = 12; [[1, 2, 6], [8, 5, 4], [7, 3, 0]]
676: h = 12; [[1, 3, 0], [8, 6, 5], [7, 2, 4]]
678: h = 12; [[1, 3, 2], [8, 4, 6], [0, 7, 5]]
680: h = 12; [[1, 3, 2], [8, 5, 4], [0, 7, 6]]
682: h = 12; [[1, 3, 2], [8, 6, 5], [7, 4, 0]]
686: h = 12; [[1, 3, 6], [8, 4, 0], [7, 2, 5]]
688: h = 9; [[1, 3, 6], [8, 0, 4], [7, 2, 5]]
690: h = 9; [[1, 3, 6], [8, 2, 4], [7, 0, 5]]
692: h = 11; [[1, 0, 6], [8, 3, 4], [7, 2, 5]]
694: h = 10; [[1, 6, 0], [8, 3, 4], [7, 2, 5]]
696: h = 11; [[1, 3, 6], [8, 2, 4], [0, 7, 5]]
698: h = 11; [[1, 3, 6], [8, 2, 4], [7, 5, 0]]
700: h = 12; [[1, 3, 6], [0, 8, 4], [7, 2, 5]]
702: h = 12; [[1, 4, 0], [8, 2, 3], [7, 5, 6]]
706: h = 12; [[1, 4, 3], [0, 8, 6], [7, 2, 5]]
708: h = 12; [[1, 4, 3], [8, 5, 2], [7, 0, 6]]
710: h = 10; [[1, 4, 3], [8, 5, 2], [7, 6, 0]]
712: h = 11; [[1, 4, 3], [8, 5, 0], [7, 6, 2]]
714: h = 9; [[1, 4, 3], [8, 0, 5], [7, 6, 2]]
716: h = 9; [[1, 0, 3], [8, 4, 5], [7, 6, 2]]
718: h = 11; [[0, 1, 3], [8, 4, 5], [7, 6, 2]]
720: h = 11; [[1, 3, 0], [8, 4, 5], [7, 6, 2]]
722: h = 12; [[1, 3, 5], [8, 4, 0], [7, 6, 2]]
724: h = 9; [[1, 3, 5], [8, 0, 4], [7, 6, 2]]
726: h = 11; [[1, 0, 5], [8, 3, 4], [7, 6, 2]]
728: h = 11; [[1, 3, 5], [8, 4, 2], [7, 6, 0]]
730: h = 12; [[1, 3, 5], [0, 8, 4], [7, 6, 2]]
732: h = 12; [[1, 3, 5], [8, 6, 4], [7, 0, 2]]
734: h = 11; [[1, 3, 5], [8, 6, 4], [7, 2, 0]]
736: h = 12; [[1, 4, 3], [0, 8, 5], [7, 6, 2]]
738: h = 12; [[1, 4, 3], [8, 6, 5], [7, 0, 2]]
742: h = 12; [[1, 4, 5], [8, 2, 0], [7, 6, 3]]
744: h = 11; [[1, 4, 5], [8, 2, 3], [7, 6, 0]]
746: h = 12; [[1, 4, 5], [8, 0, 2], [7, 6, 3]]
748: h = 12; [[1, 0, 5], [8, 4, 2], [7, 6, 3]]
750: h = 12; [[1, 5, 0], [8, 3, 4], [7, 6, 2]]
752: h = 12; [[1, 5, 2], [0, 8, 4], [7, 6, 3]]
754: h = 12; [[1, 5, 2], [8, 4, 0], [7, 6, 3]]
756: h = 11; [[1, 5, 2], [8, 4, 3], [7, 6, 0]]
758: h = 12; [[1, 5, 2], [8, 6, 4], [7, 0, 3]]
760: h = 12; [[1, 5, 3], [0, 8, 2], [7, 6, 4]]
762: h = 12; [[1, 5, 3], [0, 8, 4], [7, 2, 6]]
764: h = 12; [[1, 5, 3], [8, 4, 0], [7, 2, 6]]
766: h = 12; [[1, 5, 3], [8, 6, 2], [7, 0, 4]]
768: h = 12; [[1, 6, 2], [0, 8, 4], [7, 3, 5]]
770: h = 12; [[1, 6, 2], [8, 4, 0], [7, 3, 5]]
772: h = 12; [[1, 6, 3], [0, 8, 2], [7, 4, 5]]
